"district","hour","age1","age2","age3","age4"
"057","11pm",2775.28,1384.37,8852.02,1986.22
"057","12pm",2775.28,1207.6,8824.07,1986.22
"057","1am",2881.35,1288.46,9155.95,1986.22
"057","2am",2881.35,1288.46,9155.95,1986.22
"057","3am",2881.35,1288.46,9155.95,1986.22
"058","4am",999.97,869.02,5792.66,1610.67
"058","5am",999.97,869.02,5792.66,1610.67
"058","6am",999.97,869.02,5792.66,1610.67
"058","7am",823.65,744.62,5150.64,1610.67
"058","8am",332.07,459.91,3980.62,1610.67
"058","9am",364.63,343.51,2238.76,1430.92
"058","10am",364.63,171.75,2191.41,1425.79
"058","11am",252.79,111.84,1854.97,1371
"058","12am",252.79,111.84,1704.47,1430.92
"058","1pm",220.94,296.15,2014.85,1430.92
"058","2pm",220.94,383.35,1981,1510.27
"058","3pm",220.94,383.35,2149.72,1450.35
"058","4pm",280.86,475.28,2467.19,1510.27
"058","5pm",220.94,557.9,2542.18,1679.26
"058","6pm",719.82,653.35,3063.14,1660.33
"058","7pm",823.65,407.99,4193.88,1715.12
"058","8pm",935.49,653.32,5053.11,1780.17
"058","9pm",935.49,717.8,5426.41,1670.59
"058","10pm",935.49,680.14,5507.04,1730.51
"058","11pm",999.97,869.02,5610.88,1730.51
"058","12pm",999.97,869.02,5765.87,1730.51
"058","1am",999.97,869.02,5817.78,1730.51
"058","2am",999.97,869.02,5921.62,1730.51
"058","3am",999.97,869.02,5921.62,1730.51
"059","4am",2332.95,610.43,7647.52,3397.81
"059","5am",2332.95,610.43,7647.52,3397.81
"059","6am",2332.95,610.43,7562.45,3397.81
"059","7am",1935.11,610.43,6382.58,3329.23
"059","8am",970.72,610.43,4247.71,3114.25
"059","9am",871.26,473.26,2887.12,3114.25
"059","10am",920.49,324.04,3067,2987.34
"059","11am",920.49,205.76,2924.15,2908.49
"059","12am",783.32,522.2,2923.9,2972.99
"059","1pm",622.85,590.79,3085.24,3114.25
"059","2pm",622.85,267.51,3516.22,3145.33
"059","3pm",752.34,357.76,3957.24,2802.4
"059","4pm",890.59,535.22,3724.03,2528.06
"059","5pm",990.05,612.46,4238.02,2496.98
"059","6pm",1202.62,681.04,5089.68,2698.65
"059","7pm",1620.99,749.63,6313.17,3050.8
"059","8pm",2172.49,700.69,6720.48,3256.55
"059","9pm",1984.48,610.43,7126.02,3325.14
"059","10pm",2183.4,610.43,7413.41,3325.14
"059","11pm",2271.95,610.43,7550.58,3325.14
"059","12pm",2332.95,610.43,7712.02,3325.14
"059","1am",2332.95,610.43,7712.02,3325.14
"059","2am",2332.95,610.43,7712.02,3325.14
"059","3am",2332.95,610.43,7712.02,3325.14
"060","4am",795.96,1804.3,7738.71,1646.1
"060","5am",795.96,1804.3,7362.53,1646.1
"060","6am",795.96,1804.3,7108.5,1646.1
"060","7am",678.43,1686.78,6086.56,1646.1
"060","8am",306.88,1435.95,5019.38,1465.99
"060","9am",184.73,1085.3,4224.07,1403.4
"060","10am",184.73,967.77,3951.73,1215.63
"060","11am",0,967.77,3676.08,1395.74
"060","12am",0,850.25,3771.33,1520.92
"060","1pm",249.41,728.1,4301.41,1442.22
"060","2pm",131.88,845.63,4063.43,1458.33
"060","3pm",254.03,845.63,4286.26,1346.81
"060","4pm",254.03,845.63,4082.11,1284.22
"060","5pm",254.03,665.51,5289.96,1468.31
"060","6pm",479.34,1002.03,5927.07,1583.51
"060","7pm",479.34,1363.84,7017.08,1583.51
"060","8pm",964.1,1661.48,7919.23,1646.1
"060","9pm",964.1,1624.19,7833.27,1583.51
"060","10pm",964.1,1624.19,7955.41,1583.51
"060","11pm",964.1,1624.19,7955.41,1583.51
"060","12pm",964.1,1741.72,7749.46,1583.51
"060","1am",795.96,1804.3,7801.3,1708.69
"060","2am",795.96,1804.3,7801.3,1708.69
"060","3am",795.96,1804.3,7801.3,1708.69
"061","4am",1812.38,1443.04,10413.19,2305.06
"061","5am",1812.38,1443.04,10252.69,2305.06
"061","6am",1812.38,1362.79,9782.65,2305.06
"061","7am",1644.24,1259.81,8561.3,2305.06
"061","8am",1367.38,1134.77,6774.4,2202.09
"061","9am",1287.13,1054.52,4804.38,2187.13
"061","10am",1012.62,1160.88,5223.87,2084.15
"061","11am",906.25,1160.88,5056.39,1981.18
"061","12am",906.25,1031.8,5262.34,2202.09
"061","1pm",964.86,1031.8,5318.93,2202.09
"061","2pm",1199.23,1138.16,5119.84,2136.91
"061","3pm",1199.23,1031.8,4559.71,2253.09
"061","4pm",986.51,1057.91,5347.03,2206.03
"061","5pm",1154.65,977.66,5739.28,2104.05
"061","6pm",1376.29,1051.52,6918.76,2136.15
"061","7pm",1141.92,1080.63,7847,2202.09
"061","8pm",1141.92,1111.96,8265.5,2393.08
"061","9pm",1599.91,1460.19,9640.81,2393.08
"061","10pm",1493.54,1250.86,9747.18,2393.08
"061","11pm",1537.87,1291.8,9759.16,2305.06
"061","12pm",1537.87,1291.8,10068.09,2305.06
"061","1am",1812.38,1443.04,10148.34,2305.06
"061","2am",1812.38,1443.04,10354.29,2305.06
"061","3am",1812.38,1443.04,10354.29,2305.06
"062","4am",2302.95,1603.19,11882.4,2241.92
"062","5am",2302.95,1603.19,11882.4,2241.92
"062","6am",2302.95,1603.19,11882.4,2241.92
"062","7am",2106.32,1381.2,10603.7,2241.92
"062","8am",1867.24,1048.05,8610.54,2241.92
"062","9am",1566.49,884.94,7553.06,1929.5
"062","10am",1415.18,786.43,7385.2,2296.82
"062","11am",1415.18,635.12,7646.28,2503.93
"062","12am",1453.33,759.33,7284.63,2245.27
"062","1pm",1295.31,777.21,7256.05,2135.84
"062","2pm",1416.18,593.49,7553.11,2074.95
"062","3pm",1038.6,723.13,7293.93,1965.68
"062","4pm",1168.03,723.13,7218.33,1969.65
"062","5pm",1045.88,658.09,7556.7,2386.2
"062","6pm",1440.09,1274.98,9622.69,2425.51
"062","7pm",2024.13,1239.18,10905.88,2093.57
"062","8pm",2414.67,1408.94,12097.41,2277.29
"062","9pm",2405.19,1346.91,11960.78,2277.29
"062","10pm",2406.67,1346.91,12146.79,2277.29
"062","11pm",2406.67,1619.91,12146.79,2241.92
"062","12pm",2505.18,1619.91,12343.8,2241.92
"062","1am",2505.18,1530.63,12343.8,2241.92
"062","2am",2603.69,1530.63,12137.85,2241.92
"062","3am",2603.69,1530.63,12137.85,2241.92
"063","4am",799.82,208.65,3271.88,939.83
"063","5am",799.82,208.65,3242.23,939.83
"063","6am",799.82,208.65,3209.14,939.83
"063","7am",679.07,137.42,2928.54,939.83
"063","8am",277.42,137.42,2131.77,939.83
"063","9am",254.71,104.33,1645.97,939.83
"063","10am",133.97,71.24,1432.52,797.36
"063","11am",167.06,71.24,1439.41,835.51
"063","12am",128.91,104.33,1560.16,835.51
"063","1pm",213.12,137.42,1679.06,901.69
"063","2pm",213.12,321.14,1429.08,840.57
"063","3pm",235.83,321.14,1330.63,703.41
"063","4pm",235.83,321.14,1334.96,1017.97
"063","5pm",356.57,321.14,1469.44,1031.07
"063","6pm",487.69,425.46,1864.16,1051.06
"063","7pm",705.87,474.84,2380.91,1306.02
"063","8pm",594.87,425.46,2785.43,939.83
"063","9pm",770.17,425.46,2891.37,939.83
"063","10pm",799.82,425.46,2959.16,939.83
"063","11pm",799.82,241.74,3134.46,939.83
"063","12pm",799.82,241.74,3200.64,939.83
"063","1am",799.82,241.74,3238.79,977.98
"063","2am",799.82,241.74,3271.88,977.98
"063","3am",799.82,241.74,3271.88,977.98
"064","4am",1348.54,2767.95,9112.17,2950.51
"064","5am",1348.54,2767.95,9237.01,2950.51
"064","6am",1348.54,2767.95,9237.01,2950.51
"064","7am",1132.47,2551.89,8462.31,2950.51
"064","8am",674.95,2060.76,7018.6,2950.51
"064","9am",843.34,1856.03,6269.47,3153.15
"064","10am",701.43,1881.42,5738.79,2764.63
"064","11am",701.43,1848.49,5682.95,2558.68
"064","12am",701.43,1973.33,6168.08,2741.14
"064","1pm",701.43,1973.33,6057.71,2915.17
"064","2pm",701.43,1882.1,5677.83,2915.17
"064","3pm",701.43,1757.26,5565.83,2915.17
"064","4pm",701.43,1757.26,5616.36,2259.55
"064","5pm",976.48,2208.09,5990.8,2401.34
"064","6pm",615.96,2552.57,5857.2,2310.11
"064","7pm",1032.93,2735.71,7079.29,2583.8
"064","8pm",1215.39,2918.18,8526.34,2843.82
"064","9pm",1090.55,2948.61,8828.98,2935.05
"064","10pm",1073.48,3022.05,9093.82,2935.05
"064","11pm",1073.48,3022.05,8952.03,2935.05
"064","12pm",1073.48,3022.05,8952.03,2857.49
"064","1am",982.25,2918.18,8952.03,2857.49
"064","2am",1198.32,2918.18,9218.65,2857.49
"064","3am",1198.32,2918.18,9343.49,2857.49
"065","4am",1215,1382.18,6963.71,1845.57
"065","5am",1215,1382.18,6806.54,1845.57
"065","6am",1344.43,1323.88,6869.6,1845.57
"065","7am",1227.81,1204.35,6615.74,1845.57
"065","8am",913.48,1015.17,5244.89,1746.7
"065","9am",775.88,1056.6,4071.91,1746.7
"065","10am",518.77,998.29,3914.75,1707.09
"065","11am",561.02,860.7,3973.05,1587.57
"065","12am",561.02,860.7,4121.23,1627.18
"065","1pm",551.12,929.41,4025.43,1627.18
"065","2pm",609.43,820.14,4254.43,1627.18
"065","3pm",708.29,892.7,4160.75,1389.32
"065","4pm",666.03,892.7,3964.23,1151.45
"065","5pm",629.76,978.25,4204.16,1301.61
"065","6pm",1007.34,1024.14,4844.11,1632.68
"065","7pm",1065.65,987.47,5742.75,1876.59
"065","8pm",1012.92,1008.13,6569.25,1851.62
"065","9pm",1083.39,967.9,6490.79,1772.33
"065","10pm",1261.55,967.9,6589.66,1772.33
"065","11pm",1219.29,1026.2,6706.27,1686.99
"065","12pm",1219.29,1026.2,6785.55,1845.57
"065","1am",1219.29,1145.73,6785.55,1845.57
"065","2am",1219.29,1145.73,6785.55,1845.57
"065","3am",1219.29,1244.59,6884.42,1845.57
"066","4am",704.49,3471.91,8268.4,2260.1
"066","5am",798.38,3190.27,8268.4,2260.1
"066","6am",798.38,3121.63,8461.45,2367.84
"066","7am",641.48,2840,7851.81,2275.91
"066","8am",641.48,2121.56,7186,2275.91
"066","9am",630.96,1887.98,6436.4,2171.65
"066","10am",630.96,1576.38,5976.95,1858.87
"066","11am",707.95,1576.38,5398.79,1754.15
"066","12am",707.95,1444.51,5820.44,2141.23
"066","1pm",619.69,1511.59,6010.35,2137.76
"066","2pm",798.25,1616.45,6293.23,1720.72
"066","3pm",798.25,1616.45,5754.37,1303.67
"066","4pm",525.8,1542.15,6102.58,1349.58
"066","5pm",702.32,1713.41,6175.69,1349.58
"066","6pm",614.06,2368.2,6921.62,1807.68
"066","7pm",608.58,2786.59,7708.61,1941.82
"066","8pm",618.12,3116.33,7836.37,2168.18
"066","9pm",531.59,2981.75,8126.9,2063.92
"066","10pm",531.59,3471.91,8268.4,2063.92
"066","11pm",531.59,3471.91,8268.4,2063.92
"066","12pm",531.59,3471.91,8391.99,2063.92
"066","1am",531.59,3471.91,8391.99,2168.18
"066","2am",531.59,3471.91,8391.99,2168.18
"066","3am",531.59,3471.91,8391.99,2168.18
